rating,company name,headquarters,founded,company_age,type of ownership,industry,sector,revenue,competitors,min_salary,max_salary,avg_salary,job_state,same_state,job_title,job_level,python,excel,sql,tableau,aws,spark,hadoop,azure,segment
3.2,Triplebyte,San Francisco,2015,9,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,NA,137000,171000,154000.0,New York,0,Data scientist,NA,0,0,0,0,0,0,0,0,Middle
4.3,PulsePoint,New York,2011,13,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Crossix Solutions Inc., AppNexus, The Trade Desk",137000,171000,154000.0,New York,1,Data scientist,NA,1,0,0,0,0,1,1,0,Middle
3.5,Exponent,Menlo Park,1967,57,Company - Public,Consulting,Business Services,$100 to $500 million (USD),NA,137000,171000,154000.0,Phoenix,0,NA,NA,0,1,0,0,0,0,0,0,Corporate
3.5,Guardian Life,New York,1860,164,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),Northwestern Mutual,137000,171000,154000.0,Appleton,0,Analyst,NA,0,0,0,0,0,0,0,0,Corporate
3.4,Spectrum Communications and Consulting,Chicago,1992,32,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),NA,137000,171000,154000.0,Chicago,1,Data scientist,NA,0,0,1,0,0,0,0,0,Middle
4.7,Oversight Systems,Atlanta,2003,21,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),NA,137000,171000,154000.0,Atlanta,1,Data scientist,NA,1,1,1,0,0,0,0,0,Middle
4.2,LSQ,Orlando,1996,28,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),NA,137000,171000,154000.0,Orlando,1,Data scientist,NA,1,1,0,1,1,1,1,0,Middle
3.8,MIT Lincoln Laboratory,Lexington,1951,73,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,NA,137000,171000,154000.0,Lexington,1,Data scientist,NA,1,0,1,0,0,1,1,0,Corporate
4.5,Kingfisher Systems,Falls Church,2005,19,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),NA,137000,171000,154000.0,McLean,0,Data scientist,NA,1,0,1,1,0,0,0,0,Middle
2.8,Formation,San Francisco,2015,9,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,NA,137000,171000,154000.0,San Francisco,1,Data scientist,NA,0,1,0,0,0,1,0,0,Middle
3.8,Analysis Group,Boston,1981,43,Private Practice / Firm,Consulting,Business Services,$100 to $500 million (USD),NA,75000,131000,103000.0,Boston,1,Data scientist,NA,1,1,0,0,1,0,0,0,Corporate
3.9,Novartis,Basel,1996,28,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),NA,75000,131000,103000.0,Cambridge,0,Data scientist,NA,1,0,0,0,0,0,0,0,Corporate
5.0,Cohere Health,Boston,2019,5,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,NA,75000,131000,103000.0,Boston,1,Data scientist,NA,1,1,1,0,0,0,0,0,Small
4.8,Acuity Insurance,Sheboygan,1925,99,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),NA,75000,131000,103000.0,Sheboygan,1,Data scientist,Senior,0,0,0,0,0,0,0,0,Corporate
3.6,Chef,Seattle,2008,16,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),"Puppet, Ansible, SaltStack",75000,131000,103000.0,NA,0,Data engineer,NA,0,1,1,0,1,0,0,0,Middle
3.3,Puget Sound Energy,Bellevue,1999,25,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),NA,75000,131000,103000.0,Bothell,0,Data scientist,NA,0,1,1,0,0,1,1,0,Corporate
2.7,Sandhills Global,Lincoln,1978,46,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),NA,75000,131000,103000.0,Lincoln,1,Analyst,NA,1,1,1,1,0,0,0,0,Corporate
2.7,A Place for Mom,New York,2000,24,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Enlivant, Sunrise Senior Living, Brookdale Senior Living",75000,131000,103000.0,Overland Park,0,Data scientist,NA,1,1,1,0,1,0,0,0,Middle
2.2,Great-Circle Technologies,Chantilly,2000,24,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),NA,75000,131000,103000.0,Chantilly,1,Data scientist,NA,1,1,1,0,1,1,1,0,Small
3.4,Edmunds.com,Santa Monica,1966,58,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"TrueCar, Cars.com, Kelley Blue Book",75000,131000,103000.0,Santa Monica,1,Data scientist,Senior,1,1,1,1,1,0,0,0,Middle
3.1,"Cambridge Associates, LLC",Boston,1973,51,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),NA,75000,131000,103000.0,Boston,1,Analyst,NA,1,1,1,0,0,0,0,0,Middle
3.4,Liberty Mutual Insurance,Boston,1912,112,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",75000,131000,103000.0,Portsmouth,0,MLE,NA,1,1,0,0,1,1,0,1,Corporate
2.6,Cenlar,Ewing,1958,66,Company - Private,NA,NA,$100 to $500 million (USD),NA,75000,131000,103000.0,Ewing,1,Analyst,NA,0,0,1,0,0,0,0,0,Corporate
5.0,Arsenal Biosciences,South San Francisco,2019,5,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,NA,75000,131000,103000.0,South San Francisco,1,NA,NA,0,0,0,0,0,0,0,0,Middle
4.2,Eversight,Palo Alto,2013,11,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),NA,75000,131000,103000.0,Palo Alto,1,Data scientist,NA,1,0,0,0,0,0,0,0,Middle
4.1,Pfizer,New York,1849,175,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),NA,75000,131000,103000.0,Cambridge,0,MLE,NA,1,1,0,0,1,0,0,0,Corporate
4.8,Klaviyo,Boston,2012,12,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,NA,75000,131000,103000.0,Boston,1,Data scientist,Senior,0,0,0,0,0,0,0,0,Middle
3.3,Intellectual Ventures,Bellevue,2000,24,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,NA,75000,131000,103000.0,Bellevue,1,Data scientist,NA,1,1,0,0,0,0,0,0,Middle
3.7,GovTech,Singapore,2016,8,Government,Federal Agencies,Government,Unknown / Non-Applicable,NA,75000,131000,103000.0,San Francisco,0,Data scientist,NA,1,1,0,1,0,0,0,0,Corporate
4.3,Quick Base,Cambridge,1999,25,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,NA,75000,131000,103000.0,Cambridge,1,Data scientist,NA,1,1,1,1,0,0,0,0,Middle
4.8,Giving Assistant,San Francisco,2014,10,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),NA,75000,131000,103000.0,San Francisco,1,Analyst,NA,1,1,1,1,0,0,0,0,Small
3.7,Takeda,OSAKA,1781,243,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",75000,131000,103000.0,Cambridge,0,Data scientist,NA,1,0,1,0,0,1,0,0,Corporate
4.0,Netskope,Santa Clara,2012,12,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",75000,131000,103000.0,San Francisco,0,Data scientist,NA,1,1,0,0,0,1,0,0,Middle
4.8,IT Concepts,Vienna,2003,21,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),NA,75000,131000,103000.0,NA,0,Data engineer,Junior,0,1,1,0,0,0,0,0,Middle
3.5,iSeatz,New Orleans,1999,25,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,NA,75000,131000,103000.0,New Orleans,1,Analyst,NA,0,1,1,0,0,0,0,0,Middle
3.7,Summa Health System,Akron,1926,98,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),NA,75000,131000,103000.0,Akron,1,NA,NA,0,1,0,1,1,0,0,0,Corporate
3.5,Benson Hill,Saint Louis,2012,12,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),NA,75000,131000,103000.0,Saint Louis,1,Data scientist,Senior,1,1,0,0,0,0,0,0,Middle
4.1,Twitter,San Francisco,2006,18,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"Facebook, Google, Pinterest",75000,131000,103000.0,San Francisco,1,Data scientist,NA,1,0,0,0,0,0,0,0,Corporate
3.2,Postmates - Corporate HQ,San Francisco,2011,13,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,"DoorDash, Uber, Grubhub",75000,131000,103000.0,San Francisco,1,Data scientist,NA,1,0,1,0,0,1,0,0,Corporate
4.5,Envision LLC,Saint Louis,1994,30,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),NA,75000,131000,103000.0,Saint Louis,1,Data scientist,NA,1,1,0,0,0,0,0,0,Middle
3.8,Swiss Re,Zurich,1863,161,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR",75000,131000,103000.0,Fort Wayne,0,Analyst,NA,1,1,1,0,0,0,0,0,Corporate
4.5,Systems & Technology Research,Woburn,2010,14,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),NA,75000,131000,103000.0,Woburn,1,MLE,NA,1,1,0,0,0,0,0,0,Middle
3.5,iRobot,Bedford,1990,34,Company - Public,Consumer Electronics & Appliances Stores,Retail,$1 to $2 billion (USD),NA,79000,131000,105000.0,Bedford,1,Data scientist,NA,1,0,1,0,0,0,0,0,Corporate
4.2,HG Insights,Santa Barbara,2010,14,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,NA,79000,131000,105000.0,Santa Barbara,1,Data scientist,NA,1,1,1,0,0,1,1,0,Middle
3.8,Dermalogica,Carson,1986,38,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),"IMAGE Skincare, Aveda, Kiehl's",79000,131000,105000.0,Carson,1,Analyst,NA,0,1,1,1,0,0,0,0,Middle
3.7,Bayview Asset Management,Coral Gables,1995,29,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),NA,79000,131000,105000.0,Coral Gables,1,Data engineer,NA,1,0,1,0,0,0,0,0,Corporate
3.7,Via Transportation,New York,2012,12,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,NA,79000,131000,105000.0,New York,1,Data scientist,NA,1,0,1,1,0,0,0,0,Middle
4.0,Grid Dynamics,San Ramon,2006,18,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),"Luxoft, EPAM, Capgemini Invent",79000,131000,105000.0,Santa Clara,0,Data scientist,NA,1,1,1,1,0,0,0,0,Corporate
3.3,Tempus Labs,Chicago,2015,9,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,NA,79000,131000,105000.0,Chicago,1,MLE,NA,1,0,1,0,1,0,0,0,Middle
2.5,CareDx,Brisbane,0,0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,Sequenom,79000,131000,105000.0,Brisbane,1,Data scientist,NA,1,1,0,0,0,1,0,0,Small
4.2,IZEA,Winter Park,2006,18,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",79000,131000,105000.0,Winter Park,1,Data engineer,NA,1,1,1,0,1,1,1,0,Middle
3.3,Tempus Labs,Chicago,2015,9,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,NA,79000,131000,105000.0,Redwood City,0,Data scientist,NA,1,0,1,0,1,0,0,0,Middle
4.0,Autodesk,San Rafael,1982,42,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),NA,79000,131000,105000.0,San Francisco,0,Data scientist,Senior,1,1,0,0,1,1,1,1,Corporate
3.7,Caterpillar,Deerfield,1925,99,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),"John Deere, Komatsu, CNH Industrial",79000,131000,105000.0,Peoria,0,Analyst,NA,0,1,1,1,0,0,0,0,Corporate
4.9,New England Biolabs,Ipswich,1974,50,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Thermo Fisher Scientific, Enzymatics, Illumina",79000,131000,105000.0,Ipswich,1,NA,NA,0,0,0,0,0,0,0,0,Middle
3.4,Allied Solutions,Carmel,2001,23,Subsidiary or Business Segment,Insurance Agencies & Brokerages,Insurance,$100 to $500 million (USD),"CUNA Mutual, SWBC, Overby-Seawell",79000,131000,105000.0,Carmel,1,Analyst,NA,1,1,1,1,0,0,0,0,Corporate
3.1,Healthfirst,New York,1993,31,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,"EmblemHealth, UnitedHealth Group, Aetna",79000,131000,105000.0,New York,1,Data engineer,NA,1,1,1,0,0,0,0,0,Corporate
3.5,The Knot Worldwide,Chevy Chase,2019,5,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Zola Registry,79000,131000,105000.0,Washington,0,Data scientist,NA,1,0,0,0,1,1,0,0,Corporate
2.9,IFG Companies,Hartford,1985,39,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,"Colony Specialty, Markel, RLI",79000,131000,105000.0,New York,0,Data scientist,NA,1,0,1,0,0,0,0,0,Middle
3.3,Amyris,Emeryville,2003,21,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),NA,79000,131000,105000.0,Emeryville,1,Data scientist,NA,1,0,0,0,1,0,0,0,Middle
4.0,AstraZeneca,Cambridge,1913,111,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",79000,131000,105000.0,Gaithersburg,0,Data scientist,NA,1,0,1,0,0,0,1,0,Corporate
3.6,Powertek,Rockville,2001,23,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),NA,79000,131000,105000.0,Washington,0,Data scientist,NA,0,0,0,0,0,0,0,0,Middle
4.7,Object Partners,Minneapolis,1996,28,Company - Private,Consulting,Business Services,$25 to $50 million (USD),"Solution Design Group, Intertech (Minnesota)",79000,131000,105000.0,Saint Louis,0,Data engineer,NA,0,0,1,0,1,1,1,1,Middle
4.9,The Mom Project,Chicago,2016,8,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,NA,79000,131000,105000.0,Longmont,0,Data scientist,NA,1,0,0,0,1,1,1,0,Small
4.3,Lightspeed Systems,Austin,1999,25,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),NA,79000,131000,105000.0,Austin,1,Data scientist,NA,1,0,1,0,1,1,0,0,Middle
4.0,Stripe,San Francisco,2010,14,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Braintree, Authorize.Net, PayPal",79000,131000,105000.0,San Francisco,1,Manager,NA,1,0,1,0,0,0,0,0,Corporate
2.6,Comprehensive Healthcare,Yakima,1971,53,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,NA,79000,131000,105000.0,Yakima,1,Analyst,NA,0,0,0,0,0,0,0,0,Middle
4.5,"Fullpower Technologies, Inc.",Santa Cruz,2003,21,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),NA,79000,131000,105000.0,Santa Cruz,1,Data scientist,NA,1,0,1,0,1,0,0,0,Middle
4.8,Klaviyo,Boston,2012,12,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,NA,79000,131000,105000.0,Boston,1,MLE,NA,1,0,0,0,0,0,0,0,Middle
3.9,Mars,Mc Lean,1911,113,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),NA,79000,131000,105000.0,NA,0,Data scientist,NA,1,0,0,0,1,1,0,0,Corporate
4.0,AstraZeneca,Cambridge,1913,111,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",79000,131000,105000.0,Gaithersburg,0,Data scientist,NA,1,1,1,0,0,0,0,0,Corporate
4.4,NuWave Solutions,Mc Lean,1999,25,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),NA,79000,131000,105000.0,Springfield,0,MLE,NA,1,0,1,0,1,1,1,0,Middle
4.2,ManTech,Herndon,1968,56,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),NA,79000,131000,105000.0,Alexandria,0,Data scientist,Senior,1,0,1,1,0,1,1,0,Corporate
3.6,Merrick Bank,South Jordan,1997,27,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,NA,79000,131000,105000.0,NA,0,Data scientist,Senior,1,1,1,0,1,0,0,0,Middle
3.4,Mathematica Policy Research,Princeton,1986,38,Company - Private,Consulting,Business Services,$100 to $500 million (USD),NA,99000,132000,115500.0,Washington,0,Data scientist,NA,1,1,0,0,1,0,0,0,Corporate
4.4,Intuit - Data,Mountain View,1983,41,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),"Square, PayPal, H&R Block",99000,132000,115500.0,San Diego,0,Data scientist,NA,0,0,0,0,0,0,0,0,Corporate
3.5,QOMPLX,Reston,2015,9,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),NA,99000,132000,115500.0,Reston,1,NA,NA,1,0,1,0,0,1,0,0,Middle
3.9,Mars,Mc Lean,1911,113,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),NA,99000,132000,115500.0,New York,0,Data scientist,NA,1,0,0,0,0,1,0,1,Corporate
3.8,GutCheck,Denver,2009,15,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),"Nielsen, Zappi, SurveyMonkey",99000,132000,115500.0,Denver,1,Data scientist,Senior,0,0,0,0,0,0,0,0,Middle
3.5,Inter-American Development Bank,Washington,1959,65,Other Organization,Banks & Credit Unions,Finance,$10+ billion (USD),"The World Bank, IMF",99000,132000,115500.0,Washington,1,Data scientist,NA,0,1,0,1,0,0,0,0,Corporate
4.9,Avlino,Holmdel,2013,11,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),NA,99000,132000,115500.0,NA,0,Data scientist,NA,1,0,0,0,0,1,1,0,Small
4.4,Stratagem Group,Aurora,2007,17,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,NA,99000,132000,115500.0,Aurora,1,MLE,NA,1,1,1,0,1,1,1,0,Small
4.1,Evidation,San Mateo,2012,12,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,NA,99000,132000,115500.0,Santa Barbara,0,Data scientist,NA,1,0,0,0,0,0,0,0,Middle
4.0,Autodesk,San Rafael,1982,42,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),NA,99000,132000,115500.0,San Francisco,0,Data scientist,Senior,1,0,1,0,0,1,1,0,Corporate
4.4,Intuit - Data,Mountain View,1983,41,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),"Square, PayPal, H&R Block",99000,132000,115500.0,San Diego,0,Data scientist,NA,0,0,0,0,0,0,0,0,Corporate
3.8,Tecolote Research,Goleta,1973,51,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),NA,99000,132000,115500.0,Hill AFB,0,Data scientist,NA,1,1,1,1,0,0,0,0,Middle
3.2,Tivity Health,Franklin,1981,43,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,NA,99000,132000,115500.0,Chandler,0,Data engineer,Senior,0,0,1,0,0,0,1,0,Middle
2.9,hc1,Indianapolis,2011,13,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),NA,99000,132000,115500.0,Indianapolis,1,Data engineer,NA,1,0,1,0,1,0,0,0,Middle
4.1,HP Inc.,Palo Alto,1939,85,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,NA,99000,132000,115500.0,San Diego,0,Data scientist,Senior,1,1,0,0,1,0,1,1,Corporate
3.7,SAIC,Reston,2013,11,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 million (USD),"Booz Allen Hamilton, CACI International",99000,132000,115500.0,Chantilly,0,Data scientist,NA,1,0,0,0,0,0,0,0,Corporate
3.2,AllianceBernstein,New York,1967,57,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),NA,99000,132000,115500.0,Nashville,0,Analyst,NA,0,1,0,0,0,1,0,0,Corporate
4.9,Big Huge Games,Lutherville Timonium,2013,11,Subsidiary or Business Segment,Video Games,Media,Unknown / Non-Applicable,NA,99000,132000,115500.0,Timonium,0,Analyst,NA,0,1,1,1,0,0,0,0,Middle
3.5,Maxar Technologies,Westminster,0,0,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),NA,99000,132000,115500.0,Herndon,0,Data scientist,NA,1,0,1,0,0,0,0,0,Corporate
5.0,Phantom AI,Burlingame,2016,8,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,NA,99000,132000,115500.0,Burlingame,1,Data engineer,NA,1,0,0,0,0,0,0,0,Small
4.0,Noblis,Reston,1996,28,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),"Booz Allen Hamilton, SAIC, LMI",99000,132000,115500.0,Reston,1,Data scientist,NA,1,0,1,1,1,1,1,0,Corporate
3.6,Spring Health,New York,2016,8,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,NA,99000,132000,115500.0,New York,1,Data scientist,NA,1,1,1,0,0,0,0,0,Small
4.0,ClearEdge,Annapolis Junction,2002,22,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),NA,99000,132000,115500.0,Annapolis Junction,1,NA,NA,1,1,0,0,0,1,1,0,Middle
3.2,AllianceBernstein,New York,1967,57,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),NA,99000,132000,115500.0,Nashville,0,Analyst,NA,1,1,1,0,0,0,0,1,Corporate
5.0,Arsenal Biosciences,South San Francisco,2019,5,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,NA,99000,132000,115500.0,South San Francisco,1,NA,NA,0,1,0,0,0,0,0,0,Middle
4.8,GetWellNetwork,Bethesda,2000,24,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),"Epic, CipherHealth",99000,132000,115500.0,Bethesda,1,Data engineer,NA,1,0,1,0,0,0,0,0,Middle
